rank,restaurant name,general rating,number of reviews,tags,address,phone number,website url,menu url,timetable,email address,travelers choice,michelin,food rating,service rating,value rating,atmosphere rating,description,dutch description,price range,cuisines,special diets,meals,restaurant features,id
#508,Chez Olivier,4.5 of 5 bubbles,8 reviews,,"Steendam 20, Ghent 9000 Belgium",+32 9 234 34 78,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,8681434
#15,Attitude,3.5 of 5 bubbles,48 reviews,$$ - $$$|Belgian|Dutch|European,"Zwijnaardsesteenweg 3, Merelbeke 9820 Belgium",+32 9 324 56 65,http://www.attitude-bvba.be/,,True,,False,False,3.5,3.5,3.5,-1.0,,,No pricing available,"Belgian, Dutch, European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Serves Alcohol, Table Service, Highchairs Available, Wheelchair Accessible",6437734
#2,'t Veer,3.5 of 5 bubbles,30 reviews,$|Belgian|Dutch|European,"Langs de Durme, Tielrode Belgium",,,,True,,False,False,3.0,4.0,3.0,-1.0,,,No pricing available,"Belgian, Dutch, European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Table Service",4881562
#16,Eat@Kurt,4.0 of 5 bubbles,7 reviews,$$ - $$$|Seafood|Grill,"Hundelgemsesteenweg 190, Merelbeke 9820 Belgium",+32 477 91 07 61,http://www.eatkurt.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Grill, Seafood",,,Reservations,15290711
#77,Denderend lekker,4.0 of 5 bubbles,9 reviews,Belgian|European,"Vredeplein, Aalst 9300 Belgium",,http://www.bistrodenderendlekker.be/,http://www.bistrodenderendlekker.be/#section-menu,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,"Reservations, Table Service",15856158
#24,Brasserie 't Notariaat,3.5 of 5 bubbles,73 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Nieuwstraat 41, Geraardsbergen 9500 Belgium",+32 54 41 01 46,https://www.facebook.com/pages/Brasserie-t-Notariaat/881015695253586,,False,tnotariaat@telenet.be,False,False,3.5,3.5,3.5,-1.0,,,No pricing available,"Belgian, European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",8320398
#45,China,3.5 of 5 bubbles,21 reviews,$$ - $$$|Chinese|Asian,"Grote Markt 38, Sint-Niklaas 9100 Belgium",+32 3 776 05 65,,,True,,False,False,4.0,3.5,4.0,-1.0,,,No pricing available,"Chinese, Asian",,"Dinner, Lunch","Reservations, Seating, Takeout, Table Service",740782
#6,Den Brandewijn,3.5 of 5 bubbles,28 reviews,$$ - $$$|Belgian|European,"Oudenaardseweg 88, Wortegem-Petegem Belgium",+32 468 11 33 66,http://www.denbrandewijn.be/,https://denbrandewijn.s3.eu-central-1.amazonaws.com/Menukaart/Menu+Brasserie+Den+Brandewijn+Gazet_290319.pdf,False,brasserie.denbrandewijn@telenet.be,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Belgian, European",,"Dinner, Lunch, Drinks","Reservations, Seating, Table Service, Takeout, Buffet, Private Dining, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards",5223371
#2,Restaurant De Schorre,4.0 of 5 bubbles,15 reviews,$$ - $$$|French|Belgian|European,"Hofveldstraat 63, Schorisse 9688 Belgium",+32 477 79 85 70,http://www.restaurantdeschorre.be/,http://www.restaurantdeschorre.be/#menu,False,info@restaurantdeschorre.be,False,False,-1.0,-1.0,-1.0,-1.0,,"Wij serveren graag seizoensgerechten, vergezeld van een aangepaste wijn. De kwaliteit van onze gerechten staat centraal bij de bereiding. We werken dan ook enkel met kraakverse producten en serveren royale porties Een feestje met de familie of onder vrienden? Voor groepen tot 45 personen hebben wij ook een feestzaal ter beschikking.",No pricing available,"Belgian, French, European",,Dinner,"Reservations, Table Service, Seating",7893775
#32,Kommeke soep,4.0 of 5 bubbles,11 reviews,$$ - $$$|Belgian|Cafe|European,"Oude Vest 40, Dendermonde 9200 Belgium",+32 52 21 16 81,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, Cafe, European",,"Brunch, Lunch","Reservations, Wheelchair Accessible",11984901
#78,De Hopmarkt Brasserie & Sushibar,3.5 of 5 bubbles,71 reviews,$$ - $$$|Japanese|Sushi|Asian,"Hopmarkt 26, Aalst 9300 Belgium",+32 53 42 01 83,http://www.dehopmarktbrasserie-sushi.be/,http://www.dehopmarktbrasserie-sushi.be/Menu,True,,False,False,4.0,3.0,3.5,-1.0,,,No pricing available,"Japanese, Sushi, Asian",Vegetarian Friendly,"Lunch, Dinner","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",7927503
#509,Corner City,4.5 of 5 bubbles,6 reviews,$,"Brusselsesteenweg 649 A, Ghent 9050 Belgium",+32 9 232 23 19,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,6164308
#2,De Plesj Eetcafe,4.5 of 5 bubbles,7 reviews,$$ - $$$|French|Belgian|Cafe,"Dorp 51/1, Denderhoutem 9450 Belgium",+32 54 42 11 16,,,True,,False,False,5.0,5.0,5.0,-1.0,""" Le Bourgogne "" in Denderhoutem Mijn passie voor de Bourgogne kan je hier zeker terugvinden. Gemoedelijke sfeer zowel aan de toog als aan tafel. Onze wijnkaart is een pareltje voor de liefhebbers van betaalbare Bourgognewijnen. Wij hopen jullie snel te mogen ontvangen voor een drankje of een etentje of snelle hap.",""" Le Bourgogne "" in Denderhoutem Mijn passie voor de Bourgogne kan je hier zeker terugvinden. Gemoedelijke sfeer zowel aan de toog als aan tafel. Onze wijnkaart is een pareltje voor de liefhebbers van betaalbare Bourgognewijnen. Wij hopen jullie snel te mogen ontvangen voor een drankje of een etentje of snelle hap.",€10 - €45,"French, Belgian, Cafe, Seafood, European, Pub",,"Lunch, Dinner, Drinks","Reservations, Takeout, Private Dining, Street Parking, Television, Serves Alcohol, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Family style, Non-smoking restaurants, Gift Cards Available",19254184
#510,Haven,4.0 of 5 bubbles,10 reviews,,"Dok-Noord 7, Ghent 9000 Belgium",,http://www.eethaven.be/,https://www.eethaven.be/haven-menu/,True,info@eethaven.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,Lunch,,12338716
#1,The Barn,3.5 of 5 bubbles,60 reviews,$$ - $$$|Belgian,"Veldestraat 75, Merendree 9850 Belgium",+32 9 336 32 30,http://www.thebarnmerendree.be/,http://www.thebarnmerendree.be/menu.html,True,info@thebarnmerendree.be,False,False,4.0,4.0,3.5,-1.0,,,€19 - €40,Belgian,,Dinner,"Reservations, Seating, Serves Alcohol",13847543
#511,Ocean sushi,3.5 of 5 bubbles,59 reviews,$$ - $$$|Japanese|Seafood|Sushi,"Belfortstraat 31 9000, Ghent 9000 Belgium",+32 9 223 55 40,http://www.oceansushi.be/,http://antwerpen.oceansushi.be/Menu,True,,False,False,4.0,3.5,3.5,3.5,,,No pricing available,"Japanese, Sushi, Asian, Seafood",Vegetarian Friendly,"Lunch, Dinner","Takeout, Reservations, Delivery, Seating, Serves Alcohol, Table Service",3864777
#1,Taverne Den Dronk,3.5 of 5 bubbles,14 reviews,$$ - $$$|Belgian|European,"Donkstraat 50, Bevere 9700 Belgium",+32 55 30 37 81,http://www.dendronk.be/,,True,dendronk@outsider.be,False,False,3.5,4.0,3.5,-1.0,,,€6 - €25,"Belgian, European",,"Drinks, Lunch, Dinner, Brunch","Outdoor Seating, Validated Parking, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Reservations, Seating, Wheelchair Accessible, Table Service",10193973
#4,Eetcafé In De Zon,4.0 of 5 bubbles,6 reviews,Belgian|European|Pub,"Kwaremontplein 13, Kwaremont 9690 Belgium",+32 472 26 01 84,http://www.in-de-zon.be/,,False,mail@in-de-zon.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European, Pub",,,,23556204
#8,Vesuvio,4.0 of 5 bubbles,16 reviews,$$ - $$$|Italian|Vegetarian Friendly,"Grote Baan 72, Lovendegem 9920 Belgium",+32 9 336 93 63,,,False,,False,False,4.0,4.5,4.5,-1.0,,,No pricing available,Italian,Vegetarian Friendly,Dinner,"Reservations, Seating, Table Service, Wheelchair Accessible",7953692
#8,Borsalino,4.5 of 5 bubbles,7 reviews,$$ - $$$|French|Belgian|Seafood,"Stationsstraat 37, Waarschoot 9950 Belgium",+32 9 377 97 17,,,False,,False,False,4.5,5.0,4.5,-1.0,,,No pricing available,"French, Belgian, Seafood, European",,,Reservations,7356848
#9,Restaurant Sint - Christophe,5.0 of 5 bubbles,5 reviews,$$ - $$$,"Guido Gezellelaan 1, Waarschoot 9950 Belgium",+32 495 32 80 66,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,13281001
#512,Barcast,4.0 of 5 bubbles,5 reviews,Bar|International|Pub|Wine Bar,"Burgstraat 2, Ghent 9000 Belgium",+32 469 12 05 59,http://www.barcast.be/,,True,info@barcast.be,False,False,-1.0,-1.0,-1.0,-1.0,"Kom naast het Gravensteen genieten van heerlijke gerechten in combinatie met leuke cocktails, bieren en (wereld)wijnen. Een toffe sfeer waar gastvrijheid, passie en smaak centraal staan. Ervaar de nodige portie funk op je bord én in je glas",,No pricing available,"Bar, International, Pub, Wine Bar, Gastropub, Street Food",,"Lunch, Dinner, Drinks","Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Accepts Credit Cards, Table Service, Waterfront, Non-smoking restaurants, Gift Cards Available",23897569
#2,La Belle Vue,4.0 of 5 bubbles,18 reviews,$$ - $$$|Bar|European|Pub,"Urseldorp 22, Ursel 9910 Belgium",+32 478 53 08 71,https://www.facebook.com/La-Belle-Vue-Ursel-1495941830715293/,http://www.brasserie-labellevue.be/nl/menu,False,,False,False,5.0,4.5,4.5,-1.0,,,No pricing available,"Bar, Pub, European",Vegetarian Friendly,"Dinner, Lunch","Reservations, Table Service",9860603
#513,Mortier,5.0 of 5 bubbles,3 reviews,$$ - $$$|Italian|Belgian|Seafood,"Dampoortstraat 31, Ghent 9000 Belgium",+32 469 11 46 98,http://www.mortier.gent/,https://www.mortier.gent/,True,info@mortier.gent,False,False,-1.0,-1.0,-1.0,-1.0,"We are a place where people can meet for coffee, apero and food. Home-roasted, home-made: all in a cozy jacket. 4 friends, 1 house.",,€16 - €30,"Italian, Belgian, Seafood, Mediterranean, European, Sicilian, Southern-Italian",,"Breakfast, Lunch, Dinner, Drinks",Gift Cards Available,24038670
#514,Frituur De Papegaai,3.5 of 5 bubbles,24 reviews,$|Belgian|Fast Food|Vegetarian Friendly,"Annonciadenstraat 17, Ghent 9000 Belgium",+32 9 336 88 88,,,True,,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Belgian, Fast Food",Vegetarian Friendly,"Lunch, Dinner","Television, Digital Payments, Free Wifi, Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible",10622693
#20,Zet Ou,4.0 of 5 bubbles,14 reviews,$|Belgian|European,"Kazernstraat 28, Zottegem 9620 Belgium",+32 9 391 28 35,http://www.zet-ou.be/,http://www.zet-ou.be/take-away/,True,info@zet-ou.be,False,False,4.0,3.5,4.0,-1.0,"Zin in een heerlijke soep, boterham of salade? Goesting in een potje koffie, espresso, cappuccino of latte met een lekker stukje taart? Dat kan in onze soep- & koffiebar gelegen in het centrum van Zottegem. Ook theedrinkers kunnen bij Zet-ou terecht. Zet Ou kiest voor een beperkt assortiment en een suggestiebord om de versheid voor 100% te garanderen! Kindjes zijn meer dan welkom bij Zet-ou en kunnen spelen in ons knus kinderhoekje. Bekijk ons volledig menu op www.zet-ou.be",,No pricing available,"Belgian, European",,"Breakfast, Lunch, Dinner, Brunch, Drinks","Reservations, Takeout, Buffet, Seating, Street Parking, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Table Service, Family style, Gift Cards Available",12877318
#21,Resto - Happy - Frituur - Fastfood,3.5 of 5 bubbles,18 reviews,$|Belgian|Fast Food|European,"Buke 33/35, Zottegem 9620 Belgium",+32 9 361 13 06,https://www.frituur-happy.be/order,,False,info@frituur-happy.be,False,False,4.0,4.0,3.5,-1.0,,,No pricing available,"Belgian, Fast Food, European",,Lunch,"Wheelchair Accessible, Takeout, Seating",8007705
#3,De Keukentafel,5.0 of 5 bubbles,3 reviews,,"Aalmoezenijestraat, Oosterzele 9860 Belgium",+32 486 40 10 49,http://www.de-keukentafel.com/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,19383824
#5,The Musketeers,4.5 of 5 bubbles,4 reviews,$$ - $$$|Belgian|European,"Reepstraat 208, Sint-Gillis-Waas 9170 Belgium",,http://www.themusketeers.be/nl/brouwerijcafe,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,21350210
#12,De Molen,3.5 of 5 bubbles,18 reviews,$$ - $$$|Belgian|Dutch|European,"Scheldemolenstraat 6, Beveren 9130 Belgium",+32 3 575 88 31,https://www.demolendoel.be/,,True,,False,False,3.5,4.0,4.5,-1.0,,,No pricing available,"Belgian, Dutch, European",,"Lunch, Dinner","Reservations, Seating, Table Service",12659069
#8,Milidya,4.0 of 5 bubbles,6 reviews,$$ - $$$,"Brusselsesteenweg 275, Melle 9090 Belgium",+32 493 34 77 12,https://www.facebook.com/MilidyaBistro/?ref=py_c,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Lunch, Dinner, Drinks",Gift Cards Available,21034465
#515,De Mokke,4.5 of 5 bubbles,6 reviews,$$ - $$$|French|Belgian|European,"Antwerpsesteenweg 219, Ghent 9040 Belgium",+32 468 56 68 29,http://www.demokke.be/,https://static1.squarespace.com/static/5be9b8f0da02bcbc106157e0/t/5ca22274f9619a0cc69e40c7/1554129529606/menukaart_demokke.pdf,True,info@demokke.be,False,False,-1.0,-1.0,-1.0,-1.0,Cosy lunch & take away restaurant serving healthy food (hot & cold). Locally roasted coffee & organic tea's served with pastries. Saturday = Brunchday Vegetarian and vegan options always available. Discover our nice terrace. Hope to see you soon!,,€5 - €13,"French, Belgian, European",,"Lunch, Brunch","Takeout, Outdoor Seating",16759357
#516,Stefano's Place,5.0 of 5 bubbles,6 reviews,,"Overpoortstraat 12, Ghent 9000 Belgium",,https://www.facebook.com/Stefanos-Place-370774480004139/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,Dinner,,12965744
#25,La Petite Bouffe,3.5 of 5 bubbles,33 reviews,$$ - $$$|European,"Xavier de Cocklaan, Sint-Martens-Latem 9831 Belgium",+32 9 282 90 77,http://www.lapetitebouffe.be/,,True,,False,False,4.0,4.0,4.0,3.5,,,€21 - €28,European,,"Dinner, Lunch","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",787154
#517,Brasserie Klaverblad,3.5 of 5 bubbles,47 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Antwerpsesteenweg 963, Ghent 9041 Belgium",+32 9 355 10 21,http://www.brasserie-klaverblad.be/nl,http://www.brasserie-klaverblad.be/nl/menu,False,info@brasserie-klaverblad.be,False,False,3.5,3.5,3.5,-1.0,,,No pricing available,"Belgian, European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Serves Alcohol, Table Service",11693467
#518,Brood-Boter,5.0 of 5 bubbles,7 reviews,,"Sassevaartstraat 7, Ghent 9000 Belgium",+32 477 32 15 14,https://www.facebook.com/broodbotergent/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,Reservations,12265725
#519,De Kleine Kunst,5.0 of 5 bubbles,6 reviews,Bar|Cafe|Pub,"Ferdinand Lousbergskaai 99, Ghent 9000 Belgium",+32 9 398 00 72,http://www.facebook.com/DeKleineKunst/,,False,brechtjevdp@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Bar, Cafe, Pub",,,,11890483
#22,Maboel in 't Gildenhuis,5.0 of 5 bubbles,3 reviews,$$ - $$$|Belgian|European|Asian,"Laurens De Metsstraat 21, Zottegem 9620 Belgium",+32 474 57 88 91,https://www.facebook.com/Maboel.Zottegem/,,True,wannes.lamon@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,"Een vleugje romantiek, een kletske rock and roll en verdomd lekker eten! Maboel is geroemd voor zijn klassiekers, zoals steak tartaar en vol-au-vent. Maboel is gekend voor de smaakvolle aziatische gerechten die de chef al reizend door Zuid-Oost-Azie op punt heeft gezet. Maboel is berucht voor de stevige afterparties en live-concerten in het achterafzaaltje.",,€15 - €22,"Belgian, European, Asian, Pub, Fusion",,"Lunch, Dinner, Drinks","Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Free off-street parking, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Table Service, Live Music, Dog Friendly, Gift Cards Available",22981952
#2,Frituur Aan De Kapel,4.5 of 5 bubbles,5 reviews,$|Belgian|European,"Kapelstraat 10, Melsele 9120 Belgium",+32 3 434 90 80,http://www.frituuraandekapel.be/,,False,evy.van.goethem@telenet.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,19255255
#520,Currychiwa,5.0 of 5 bubbles,3 reviews,$$ - $$$|Japanese|International|Asian,"Nederkouter 73, Ghent 9000 Belgium",+32 9 286 06 31,http://www.currychiwa.com/,https://www.currychiwa.com/menus,True,hangry@currychiwa.com,False,False,-1.0,-1.0,-1.0,-1.0,"Japanese Curryhouse - Comfort food straight from Tokyo We are specialised in Japanese Curry! Our restaurant offers a range of different curries like vegan curry, chicken curry, pork katsu curry, chicken katsu curry ... We bring the atmosphere of Tokyo to Ghent by creating a colorful interior, an open kitchen and friendly staff. Our customer base is wide and we welcome Japan lovers, international travellers, tourists, students and foodies ... We have Japanese beers and sake ... you want to have an evening in Tokyo? Come to Currychiwa in Ghent! Itadakimasu!",Japanese Curryhouse - Comfort food straight from Tokyo,No pricing available,Japanese,,"Lunch, Dinner, Drinks",,23897260
#1,Borrenhof Restaurant,3.5 of 5 bubbles,40 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Schendelbekeplein 3, Schendelbeke 9506 Belgium",+32 54 41 04 08,https://borrenhof.be/,,True,info@borrenhof.be,False,False,4.0,4.0,4.0,3.5,,,No pricing available,"Belgian, European",Vegetarian Friendly,"Dinner, Lunch","Reservations, Seating, Table Service, Wheelchair Accessible",3726442
#33,Het Palinghuis,3.5 of 5 bubbles,40 reviews,$$ - $$$|Belgian|European,"Oude Brugstraat 16 Schoonaarde, Dendermonde 9200 Belgium",+32 52 42 32 46,,,True,,False,False,3.5,4.0,3.5,3.5,,,No pricing available,"Belgian, European",,"Lunch, Dinner","Reservations, Seating, Serves Alcohol, Table Service, Wheelchair Accessible",740652
#20,Snack-Service,5.0 of 5 bubbles,6 reviews,$|Belgian|European,"Hoenderstraat 40, Wetteren 9230 Belgium",+32 9 368 29 46,http://snack-service.be/,,False,snack.service@icloud.com,False,False,-1.0,-1.0,-1.0,-1.0,The best you can get when i comes to bake-off!,De beste belegde broodjes en mini broodjes!Ongelooflijke en unieke combinaties!Deskundige medewerkers!Altijd en enkel verse producten!Een ware beleving!,€3 - €7,"Belgian, European",,,,10756724
#18,De retro,4.0 of 5 bubbles,8 reviews,$$ - $$$|Belgian|European,"Kattewegel 8, Aalter 9880 Belgium",+32 9 374 22 62,http://www.de-retro.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,Reservations,11701736
#79,"Koffiehuis ""Miene""",4.5 of 5 bubbles,10 reviews,,"Houtmarkt 26, Aalst 9300 Belgium",,http://www.facebook.com/koffiehuismiene/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Breakfast, Lunch",Reservations,10801684
#521,Eetcafe Toreke,4.5 of 5 bubbles,8 reviews,$,"Vlotstraat 22 Parking Van de School, Ghent 9000 Belgium",+32 9 223 87 83,http://www.torekevzw.be/,https://www.torekevzw.be/menu-prijslijst,True,eetcafe.toreke@torekevzw.be,False,False,-1.0,-1.0,-1.0,-1.0,,,€3 - €13,,,"Lunch, Dinner, Drinks","Reservations, Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards",11038873
#522,Chapo's,3.5 of 5 bubbles,17 reviews,$$ - $$$|Quick Bites|Mexican,"Sint-Jacobsnieuwstraat, Ghent 9000 Belgium",+32 9 310 80 00,https://www.chapos.be/,https://www.chapos.be/menu,False,chaposgent@hotmail.com,False,False,3.5,3.5,3.5,-1.0,,,No pricing available,Mexican,,Dinner,,14018859
#6,Brasserie Olive,3.5 of 5 bubbles,28 reviews,$$ - $$$|Dutch|European,"Gemeenteplein 6, Sint-Denijs-Westrem 9051 Belgium",+32 9 221 35 12,http://www.brasserieolive.be/,,True,info@brasserieolive.be,False,False,3.0,2.5,2.5,-1.0,,,No pricing available,"Dutch, European",,"Breakfast, Lunch","Seating, Table Service",6686877
#22,Barresto,3.5 of 5 bubbles,31 reviews,$$ - $$$|Belgian|European,"Beverstraat 37, Ninove 9400 Belgium",+32 54 33 08 30,http://www.barresto.be/,,True,,False,False,4.0,3.5,3.5,3.5,,,No pricing available,"Belgian, European",,"Dinner, Lunch","Reservations, Seating, Table Service, Serves Alcohol",5482023
#4,'T Jagerijtje,5.0 of 5 bubbles,5 reviews,$$ - $$$,"Jagerij 51, Mater 9700 Belgium",+32 55 45 69 78,http://tjagerijtje.be/,http://tjagerijtje.be/menu,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,Dinner,,12609928
#7,De Goede Geburen,5.0 of 5 bubbles,4 reviews,$$ - $$$|Grill,"Lindestraat 90, Wortegem-Petegem 9790 Belgium",+32 55 31 18 56,http://www.degoedegeburen.be/,,False,info@degoedegeburen.be,False,False,-1.0,-1.0,-1.0,-1.0,Grill,,€20 - €40,Grill,,,,13190452
#523,ENTR,3.5 of 5 bubbles,28 reviews,$$ - $$$|Belgian|International|European,"Ham 147, Ghent 9000 Belgium",+32 9 278 26 99,http://decentrale.be/nl/entr,https://decentrale.be/files/files/entr-menua3-2018.pdf,False,,False,False,4.0,4.0,4.5,-1.0,,,No pricing available,"International, Belgian, European","Vegetarian Friendly, Vegan Options",Dinner,"Reservations, Seating, Serves Alcohol, Table Service, Outdoor Seating, Wheelchair Accessible",12278888
#5,George Burger Place,5.0 of 5 bubbles,3 reviews,Belgian|International|European|Contemporary,"Gentsebaan 30, Gavere 9890 Belgium",+32 9 310 55 56,http://www.georgeburgerplace.be/,https://www.georgeburgerplace.be/menu,True,joris@george-bp.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, International, European, Contemporary, Healthy",,"Lunch, Dinner, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Serves Alcohol, Wine and Beer, Digital Payments, Accepts Credit Cards, Playgrounds, Family style, Gift Cards Available",23838929
#1,De Plaetse,3.5 of 5 bubbles,19 reviews,$$ - $$$|Belgian|Dutch|European,"Dorp 27, Schellebelle 9260 Belgium",+32 472 60 85 71,https://deplaetse-schellebelle.be/,https://deplaetse-schellebelle.be/menu/,False,deplaetseschellebelle@gmail.com,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Contemporary, Belgian, Dutch, European",,Dinner,"Reservations, Table Service, Seating",14952067
#80,Stadcafé de Beiaard,4.0 of 5 bubbles,8 reviews,,"Grote Markt 8, Aalst 9300 Belgium",+32 475 97 47 32,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,14936967
#7,Simply Healthy,5.0 of 5 bubbles,4 reviews,$$ - $$$|Belgian|Cafe|Mediterranean,"Derbystraat 37, Sint-Denijs-Westrem 9051 Belgium",+32 495 67 17 97,http://www.simplyhealthy.be/,https://www.simplyhealthy.be/menu,True,Info@simplyhealthy.be,False,False,-1.0,-1.0,-1.0,-1.0,"Coffee Shop | FOOD × DRINKS Fresh juices & smoothies / smoothiebowls / the best organic fairtrade coffee in the area! ♧ Breakfast, Brunch & Lunch Salads / Burgers / Sandwich / Croques / ... All food is fresh and handmade Eat in or take away !","Juice & Coffee House Verse smoothies en juices, heerlijke koffie (warm en koud), ontbijt en lunch! Eat in of take away",No pricing available,"Belgian, Cafe, Mediterranean, Deli, Healthy",,"Breakfast, Lunch, Dinner, Brunch, Drinks","Takeout, Outdoor Seating, Parking Available, Street Parking, Highchairs Available, Accepts Credit Cards",17668905
#81,Utopiacafé,4.0 of 5 bubbles,7 reviews,$|Cafe|Mediterranean|Contemporary,"Utopia 1, Aalst 9300 Belgium",+32 470 65 02 60,http://www.utopiacafe.be/,https://www.facebook.com/UtopiaCafeAalst/photos/a.223370514933011/468288637107863/?type=3&theater,True,utopiacafe.aalst@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,,,€6 - €20,"Cafe, Mediterranean, Contemporary, Healthy, Gastropub",,"Lunch, Brunch, Drinks","Table Service, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Family style, Gift Cards Available",15602886
#8,De Witten Os,4.5 of 5 bubbles,4 reviews,Belgian|European,"Nazarethstraat 27 B, De Pinte 9840 Belgium",+32 9 282 05 82,https://www.facebook.com/dewittenos/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,17806126
#82,Markt 12,3.5 of 5 bubbles,46 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Grote Market 12, Aalst 9300 Belgium",+32 53 42 06 60,http://www.markt12.be/,,True,dominiqueroelandt@hotmail.com,False,False,3.5,3.5,3.5,-1.0,,,No pricing available,"Belgian, European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Table Service, Serves Alcohol",7702777
#34,'t Blaffetuurken,3.5 of 5 bubbles,40 reviews,$$ - $$$|Italian|French,"Heirbaan 27, Dendermonde 9200 Belgium",+32 52 21 80 95,,,False,,False,False,4.0,3.5,3.5,2.5,,,No pricing available,"Italian, French",,"Lunch, Dinner","Reservations, Seating, Table Service, Serves Alcohol",740644
#524,Frituur Frans,3.5 of 5 bubbles,41 reviews,$|Belgian|Dutch|Fast Food,"Hooiaard 2, Ghent 9000 Belgium",+32 9 225 13 70,https://www.facebook.com/Frituurfranshooiaard/info/?tab=page_info,,False,,False,False,3.0,3.0,3.0,-1.0,,,No pricing available,"Belgian, Fast Food, Dutch, European",,"Lunch, Dinner","Takeout, Seating",10468851
#525,Carmen,5.0 of 5 bubbles,6 reviews,Cafe|Contemporary|Pub|Healthy,"Ottogracht 38, Ghent 9000 Belgium",+32 472 75 09 74,https://carmen-soep-koffie-apero.webnode.be/,,True,carmenneyt441@hotmail.com,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Cafe, Pub, Contemporary, Healthy",,"Lunch, Dinner, Brunch, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards",14047411
#526,Mana,4.5 of 5 bubbles,6 reviews,$|Contemporary|Fusion|Healthy,"Kortrijksepoortstraat 220, Ghent 9000 Belgium",+32 9 334 54 11,http://mana.gent/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Contemporary, Fusion, Healthy, Georgian",,"Lunch, Dinner",,23313696
